"% Please cite these data as: R. Pinhasi, J. Fort & A. Ammerman, Tracing the origin and spread of agriculture in Europe (2005), PLoS Biology xx, xxx-xxx, Suppl. Info. 1. ";;;;;;;;;;;;
45,1800;19,2700;"Bapska";"Europe";"Croatia";"Lengyel";"Lengyel";;"none";5955;"NaN";6795;134
50,5800;13,9000;"Zalany";"Europe";"Czech";"Stichbandkeramik";"Stichbandkeramik";;"Bln-240";5881;100;6691;126
49,9200;15,3300;"Bylany";"Europe";"Czech";"LBK";"LBK";;"BM-569";6754;96;7604;81
50,2403;15,4908;"Nov? Bydzov";"Europe";"Czech";"LBK";"LBK";;"Bln-74";5225;100;6015;129
50,6600;13,9500;"Chabarovice";"Europe";"Czech Republic";"Early LBK";"Early LBK";;"Bln-438";6400;120;7298;119
49,7800;16,9100;"Mohelnice";"Europe";"Czech Republic";"LBK";"LBK";;"Bln-102a";6405;100;7319;90
49,3300;17,5800;"Zopy";"Europe";"Czech Republic";"Early LBK";"Early LBK";;"Bln-57";6430;100;7344;84
56,1500;8,4833;"Muldbjerg";"Europe";"Denmark";"TRB_North";"TRB_North";;"K-129";4940;160;5684;181
55,1700;8,5500;"Toftum";"Europe";"Denmark";"TRB_North";"TRB_North";;"K-2988";4730;90;5456;106
56,4300;9,0500;"Vroue Hede II";"Europe";"Denmark";"TRB_North";"TRB_North";;"K-1570";4980;100;5747;111
56,1167;9,5167;"Rustrup I";"Europe";"Denmark";"TRB_North";"TRB_North";;"K-2254";4970;100;5740;112
55,7000;9,5800;"Bygholm N?rremark";"Europe";"Denmark";"TRB_North";"TRB_North";;"K-3473";4740;90;5461;106
56,5000;9,5833;"Foulum";"Europe";"Denmark";"TRB_North";"TRB_North";;"K-1601";4540;110;5198;178
55,8500;9,6000;"Dorthealund N";"Europe";"Denmark";"TRB_North";"TRB_North";;"K-2432";4550;100;5213;169
55,4333;9,9167;"Mosegården";"Europe";"Denmark";"TRB_North";"TRB_North";;"K-3463";5080;90;5814;96
56,0333;9,9333;"Ringkloster";"Europe";"Denmark";"TRB_North";"TRB_North";;"K-4371";5080;70;5816;79
55,2000;10,1000;"Sarup I";"Europe";"Denmark";"TRB_North";"TRB_North";;"K-2632";4760;90;5471;108
55,2000;10,1667;"Jordl?se Mose";"Europe";"Denmark";"TRB_North";"TRB_North";;"K-3776";4980;65;5748;96
56,0000;10,2333;"Rude";"Europe";"Denmark";"TRB_North";"TRB_North";;"K-3124";4910;90;5672;104
56,0167;10,2667;"Norsminde";"Europe";"Denmark";"TRB_North";"TRB_North";;"K-2192";4960;100;5733;113
56,4000;10,7000;"Barkær";"Europe";"Denmark";"TRB_North";"TRB_North";;"K-2634";5270;75;6060;100
55,1333;10,9167;"Lohals";"Europe";"Denmark";"TRB_North";"TRB_North";;"K-2277";4620;100;5293;176
55,6800;11,1700;"T?mmerup mose IV";"Europe";"Denmark";"TRB_North";"TRB_North";;"K-2775";4960;65;5731;94
55,4800;11,2400;"Dragsholm";"Europe";"Denmark";"TRB_North";"TRB_North";;"K-2291";4840;100;5562;119
55,5500;11,4000;"L?jesm?lle skov (Mosen";"Europe";"Denmark";"TRB_North";"TRB_North";;"AAR-1850";5030;90;5777;100
55,3500;11,4200;"S?rbylille I";"Europe";"Denmark";"TRB_North";"TRB_North";;"Ka-6448";4940;80;5719;101
55,4300;11,4800;"Ulvemose";"Europe";"Denmark";"TRB_North";"TRB_North";;"K-6306";4580;90;5252;168
55,4000;11,5000;"Lindebjerg";"Europe";"Denmark";"TRB_North";"TRB_North";;"K-1659";5010;100;5765;107
55,6167;11,5000;"Orelund Mose I";"Europe";"Denmark";"TRB_North";"TRB_North";;"Ka-6445";4870;70;5600;86
54,7667;11,5167;"Borremose";"Europe";"Denmark";"TRB_North";"TRB_North";;"K-5537";4525;90;5164;139
55,5700;11,5200;"Verup Mose II";"Europe";"Denmark";"TRB_North";"TRB_North";;"Ka-6452";4570;150;5229;216
55,6200;11,5300;"Ulkestrup Lyng";"Europe";"Denmark";"TRB_North";"TRB_North";;"K-3778";4860;135;5588;166
55,6000;11,5800;"Undl?se Mose";"Europe";"Denmark";"TRB_North";"TRB_North";;"K-6300";4760;95;5471;110
55,6000;11,5833;"Præstelyngen";"Europe";"Denmark";"TRB_North";"TRB_North";;"K-1473";5010;100;5765;107
55,5500;11,6300;"Kongemosen 3 (Kongemos";"Europe";"Denmark";"TRB_North";"TRB_North";;"K-4891";5240;65;6036;94
55,5500;11,6333;"Maglelyng 3";"Europe";"Denmark";"TRB_North";"TRB_North";;"K-3779";4700;65;5448;97
55,7100;11,7200;"Bodal Mose";"Europe";"Denmark";"TRB_North";"TRB_North";;"K-6444";5110;75;5840;85
55,9500;11,9000;"S?lager";"Europe";"Denmark";"TRB_North";"TRB_North";;"K-1724";4650;100;5337;174
55,5700;12,1300;"Snoldelev Mose";"Europe";"Denmark";"TRB_North";"TRB_North";;"K-2778";4600;90;5273;169
55,7500;12,2500;"Sigersdal Mose";"Europe";"Denmark";"TRB_North";"TRB_North";;"K-3745";4680;75;5435;101
56,0667;12,2833;"Paarup";"Europe";"Denmark";"TRB_North";"TRB_North";;"K-6297";4920;95;5695;114
56,0667;12,2900;"Maglemose";"Europe";"Denmark";"TRB_North";"TRB_North";;"OxA-1326";4790;70;5489;100
56,0833;12,3667;"Ferle Enge";"Europe";"Denmark";"TRB_North";"TRB_North";;"K-6299";4940;95;5719;112
55,6833;12,5333;"Salpetermosen";"Europe";"Denmark";"TRB_North";"TRB_North";;"K-4771";4960;90;5735;108
55,6667;12,5833;"Christiansholm Mose";"Europe";"Denmark";"Neolithic";"Neolithic";;"K-750";5370;100;6139;117
55,5800;13,1800;"Värby";"Europe";"Denmark";"TRB_North";"TRB_North";;"none";4750;0;5465;99
48,5700;-4,6800;"Ile Carn 2";"Europe";"France";"Neolithic";"Neolithic";;"none";5390;"NaN";6152;117
48,5800;-4,5800;"Roch Avel";"Europe";"France";"Neolithic";"Neolithic";;"Gif-5510";5800;100;6595;110
48,7100;-3,8300;"Le Guerzit";"Europe";"France";"Early Neolithic";"Early Neolithic";;"Gif-7614";5950;110;6788;134
47,8300;-3,1600;"Languidic";"Europe";"France";"Neolithic";"Neolithic";;"Gif-5765";5330;80;6112;104
47,5300;-2,9000;"Petit Mont";"Europe";"France";"Early Neolithic";"Early Neolithic";;"Gif-6844";5650;70;6436;83
47,7600;-1,9500;"Saint just";"Europe";"France";"Early Neolithic";"Early Neolithic";;"Gif-5763";5770;80;6564;89
45,5000;-0,6000;"Les Gouillauds";"Europe";"France";"Early Neolithic";"Early Neolithic";;"Gif-4878";5950;120;6790;149
49,1000;-0,3700;"La Hoguete";"Europe";"France";"Neolithic";"Neolithic";;"none";5560;"NaN";6354;127
48,9833;-0,2333;"Les Longrais, Soumont-";"Europe";"France";"LBK";"LBK";;"Ly-150";5290;150;6067;161
49,4000;0,4333;"Kirschnaumen-Evendorff";"Europe";"France";"LBK";"LBK";;"Ly-1181";6050;200;6915;239
44,8300;1,5000;"Roucadour";"Europe";"France";"Neolithic";"Neolithic";;"none";5940;"NaN";6776;165
44,6800;1,7100;"Le Singlier";"Europe";"France";"Roucadourian";"Roucadourian";;"Ly-33";6915;70;7749;66
50,6833;1,8667;"Menneville, Derrière l";"Europe";"France";"LBK";"LBK";;"Ly-1735";6200;190;7058;218
49,0800;2,0000;"Sente Saillancourt";"Europe";"France";"LBK";"LBK";;"Gif-5840";5220;110;5998;149
42,6100;2,1500;"Le Roc de Dourgne";"Europe";"France";"Peri-Epicardial";"Peri-Epicardial";;"MC-1102";6170;100;7053;134
43,2800;2,3300;"Font Juvenal";"Europe";"France";"PeriCardial";"PeriCardial";;"Ly-4770";6235;85;7125;108
48,8600;2,3300;"Grand Louvre";"Europe";"France";"Early Neolithic";"Early Neolithic";;"Gif-7618";5620;70;6406;72
43,3100;2,4100;"Grotte de Gazel";"Europe";"France";"Epicardial";"Epicardial";;"GrN-6707";6350;55;7297;64
48,1600;2,4100;"Les Dependances de Dig";"Europe";"France";"Late Villeneuve St Ge";"Villeneuve";;"Ly-5668";5990;50;6818;64
43,0800;2,4600;"Abri Jean Cros";"Europe";"France";"PeriCardial";"PeriCardial";;"Gif-3575";6600;130;7479;109
43,0800;2,4700;"Jean cros";"Europe";"France";"Neolithic";"Neolithic";;"none";6600;"NaN";7497;63
46,9100;2,4800;"Saint Germain des Bois";"Europe";"France";"Neolithic";"Neolithic";;"Ly-4566";6360;80;7290;89
42,7500;2,5600;"Les Coudoumines";"Europe";"France";"postCardial";"postCardial";;"Ly-225";5060;45;5813;66
43,3500;2,7000;"Grotte de lAbeurador";"Europe";"France";"Epicardial";"Epicardial";;"MC-2145";6260;90;7147;114
48,8800;2,7100;"Pente de Croupeton";"Europe";"France";"Neolithic";"Neolithic";;"Gif-8358";5910;80;6733;99
44,4100;2,7300;"Roquemissou";"Europe";"France";"Early Roucadourian";"Early Roucadourian";;"Ly-4687";5785;105;6580;114
43,2500;2,7500;"Gazel";"Europe";"France";"Neolithic";"Neolithic";;"none";6905;"NaN";7749;100
48,9100;2,7600;"Les longues Raies";"Europe";"France";"Villeneuve St Germ.";"Villeneuve";;"Gif-5002";5510;140;6280;162
49,4000;2,8000;"Le Coq Galleux";"Europe";"France";"LBK";"LBK";;"Ly-2716";6080;110;6959;159
48,3600;2,8800;"piece de Pincevent";"Europe";"France";"Villeneuve St Germ.";"Villeneuve";;"Gif-5005";5630;120;6442;124
42,8300;2,9100;"Abri de la Coma";"Europe";"France";"Cardial";"Cardial";;"Gif-9080";5180;60;5921;87
49,4000;2,9600;"Les Obaux";"Europe";"France";"Villeneuve";"Villeneuve";;"Ly-3460";5890;120;6708;150
42,8300;3,0000;"Port Leucate";"Europe";"France";"Cardial";"Cardial";;"Gif-2749";5900;140;6726;174
48,3300;3,0600;"Terres de Prepoux";"Europe";"France";"LBK";"LBK";;"Ly-4503";6730;110;7586;90
45,7800;3,0800;"Pontcharaud";"Europe";"France";"Epicardial";"Epicardial";;"Ly-7625";7095;50;7903;50
44,1100;3,1600;"Abri de la Poujade";"Europe";"France";"Early Roucadourian";"Roucadourian";;"MC-1367";6990;120;7816;108
44,4000;3,1600;"Balloy les Reaudins";"Europe";"France";"Late LBK";"Late LBK";;"Ly-12";6180;90;7067;123
48,4000;3,1600;"Les Reaudins";"Europe";"France";"Villeneuve";"Villeneuve";;"Ly-5543";5800;50;6593;63
43,9500;3,1800;"Roc Troue";"Europe";"France";"Early Neolithic";"Early Neolithic";;"Gif-7688";5850;80;6645;95
43,9800;3,2500;"Abri des Usclades";"Europe";"France";"Roucadourian";"Roucadourian";;"Gif-9143";5550;70;6350;59
48,1000;3,2600;"Passy";"Europe";"France";"LBK";"LBK";;"Ly-8823";6065;55;6905;83
43,5100;3,2800;"Source de Reselauze";"Europe";"France";"Cardial";"Cardial";;"MC-1227";6450;100;7362;85
48,1300;3,3600;"Armeau";"Europe";"France";"LBK";"LBK";;"GrN-6781";6260;65;7150;95
49,3800;3,4000;"La Fosse Toumise";"Europe";"France";"Late LBK";"Late LBK";;"Ly-6478";5870;105;6678;129
49,3800;3,4300;"Le Culot";"Europe";"France";"Neolithic";"Neolithic";;"Ly-3750";5790;130;6592;141
48,5500;3,5833;"Barbuise-Courtavant";"Europe";"France";"Neolithic";"Neolithic";;"Ly-2455";5530;150;6306;172
43,8800;3,7300;"Grotte de lAbbe Prial";"Europe";"France";"Epicardial";"Epicardial";;"MC-1290";6070;100;6947;149
49,3800;3,7500;"Les Fontinettes";"Europe";"France";"Late LBK";"Late LBK";;"Ly-2331";6000;120;6856;151
48,6833;3,7667;"Chichery";"Europe";"France";"LBK";"LBK";;"Gif-3354";5600;120;6410;121
49,3800;3,7700;"Cuiry-les-Chaudardes";"Europe";"France";"LBK";"LBK";;"Ly-2335";5840;140;6656;165
45,0500;3,8500;"Les Rivaux";"Europe";"France";"Early Neolithic";"Early Neolithic";;"Ly-3710";6240;110;7122;134
43,4300;3,9000;"Grotte de Camprafaud";"Europe";"France";"LBK";"LBK";;"Gif-3078";6480;130;7386;117
49,4000;3,9000;"Berry-au-Bac, Croix-Ma";"Europe";"France";"LBK";"LBK";;"Ly-2327";6030;130;6903;173
44,8500;3,9200;"Le Suc";"Europe";"France";"Neolithic";"Neolithic";;"none";5980;"NaN";6838;204
49,4100;4,0100;"Derriere le Village";"Europe";"France";"Late LBK";"Late LBK";;"Ly-2324";6110;140;6983;179
44,4800;4,1300;"Combe Obscure";"Europe";"France";"Neolithic";"Neolithic";;"none";6400;"NaN";7334;61
49,0100;4,2600;"Les Grands Traquiers";"Europe";"France";"LBK";"LBK";;"Ly-4453";6200;140;7071;169
44,3300;4,3300;"Chazelles";"Europe";"France";"Cardial";"Cardial";;"Lv-365";5660;110;6467;121
44,2600;4,4300;"Baume de Montclus";"Europe";"France";"Cardial";"Cardial";;"MC-695";6450;100;7362;85
44,3100;4,4600;"Baume dOullins";"Europe";"France";"Cardial";"Cardial";;"MC-2034";6630;110;7513;84
44,3500;4,4600;"Saint Marcel dArdeche";"Europe";"France";"Middle Cardial/Impres";"Middle Cardial";;"MC-2376";6330;90;7231;122
47,3800;4,5100;"Etang David";"Europe";"France";"Late LBK";"Late LBK";;"Gif-3354";5600;120;6410;121
47,3800;4,5100;"Myard";"Europe";"France";"Cortaillod";"Cortaillod";;"Gif-2342";5175;135;5946;175
47,4000;4,5300;"Vitteaux, Oppidum Myar";"Europe";"France";"Cortaillod";"Cortaillod";;"Gif-2342";5175;135;5946;175
48,6600;4,5500;"Norrois";"Europe";"France";"Early Neolithic";"Early Neolithic";;"Ly-3891";6020;110;6880;142
44,2500;4,6100;"La Vesignie";"Europe";"France";"Cardial";"Cardial";;"Ly-4745";5815;75;6607;87
44,0600;4,6300;"Grotte de lAigle";"Europe";"France";"Cardial";"Cardial";;"MC-563";6200;100;7083;129
44,9000;4,6300;"Baume Bourbon";"Europe";"France";"Neolithic";"Neolithic";;"MC-794";6080;100;6958;150
48,6300;4,7100;"Larzicourt";"Europe";"France";"Early Neolithic";"Early Neolithic";;"Ly-3907";5800;100;6595;110
44,2500;4,8800;"Baratin";"Europe";"France";"Cardial";"Cardial";;"none";6600;"NaN";7497;63
49,4000;4,8800;"La Croix Maigret";"Europe";"France";"LBK";"LBK";;"Ly-2327";6030;130;6903;173
45,7000;4,9100;"Saint Priest";"Europe";"France";"Early Neolithic";"Early Neolithic";;"Ly-8685";5445;60;6231;61
43,4500;5,0000;"Cavaou";"Europe";"France";"Neolithic";"Neolithic";;"Ly-7021";6560;85;7460;83
44,0000;5,0500;"Ceron";"Europe";"France";"Early Neolithic";"Early Neolithic";;"Gif-9997";5990;75;6828;92
44,0500;5,1500;"Unang";"Europe";"France";"Middle Cardial";"Middle Cardial";;"Gif-1796";5950;130;6791;164
43,3800;5,1600;"Chateauneuf Les Martig";"Europe";"France";"Early Cardial";"Early Cardial";;"MC-2515";6900;100;7743;92
45,9500;5,3300;"GROTTE DU GARDON";"Europe";"France";"Early Neolithic";"Early Neolithic";;"Ly-8422";6325;40;7258;40
46,4300;5,3300;"Grotte des Teppes";"Europe";"France";"ProtoCortaillod";"ProtoCortaillod";;"Gif-8999";5390;50;6171;89
45,6800;5,3500;"Alfort";"Europe";"France";"Early Neolithic";"Early Neolithic";;"Ly-386";6000;60;6832;75
44,1800;5,5000;"le Moulin";"Europe";"France";"Epicardial";"Epicardial";;"Ly-3804";5840;130;6650;152
45,2000;5,6300;"La Grande Rivoire";"Europe";"France";"Epicardial";"Epicardial";;"Ly-176";6000;70;6837;87
44,8800;5,6500;"Saint Mitre";"Europe";"France";"Cardial";"Cardial";;"MC-264";6700;130;7566;104
46,9100;5,7600;"Les Planches";"Europe";"France";"Early Neolithic";"Early Neolithic";;"Gif-3826";5520;130;6296;147
44,0800;5,8800;"Le Baratin";"Europe";"France";"Cardial";"Cardial";;"Gif-1855";6600;140;7477;117
44,1300;5,9500;"Frigouras";"Europe";"France";"Early Neolithic";"Early Neolithic";;"Gif-8479";5450;100;6209;123
48,4000;6,1600;"Chemin de Naviot";"Europe";"France";"Late LBK";"Late LBK";;"Ly-4479";6330;140;7208;166
43,7500;6,1700;"Le Capitaine";"Europe";"France";"Neolithic";"Neolithic";;"none";6050;"NaN";6911;126
43,5500;6,2300;"Baume de Fontbregoua";"Europe";"France";"Cardial";"Cardial";;"Gif-2990";6700;100;7563;82
47,4300;6,4500;"La Tuilerie";"Europe";"France";"Neolithic";"Neolithic";;"Gif-1561";5950;140;6792;178
47,0500;6,5800;"Abri des pres Mourey";"Europe";"France";"Early Cortaillod";"Early Cortaillod";;"Gif-9096";5340;70;6121;99
47,4600;6,7000;"Bavans";"Europe";"France";"Late LBK";"Late LBK";;"Lv-1415";7130;70;7933;70
47,5167;6,8000;"Montbelliard";"Europe";"France";"LBK";"LBK";;"Gif-5165";5320;120;6100;133
47,4500;7,2300;"Mannlefelsen";"Europe";"France";"LBK";"LBK";;"Gif-2634";5140;140;5911;173
47,4500;7,2333;"Oberlag";"Europe";"France";"LBK";"LBK";;"Gif-2634";5140;140;5911;173
48,0600;7,3000;"Ricoh";"Europe";"France";"Early LBK";"Early LBK";;"Ly-4582";6400;70;7333;64
48,0800;7,3300;"Route de Rouffach";"Europe";"France";"Early LBK";"Early LBK";;"Ly-3811";6100;120;6977;165
48,0300;7,3300;"Rufacher Huben";"Europe";"France";"LBK";"LBK";;"Ly-2733";5740;130;6541;136
43,7000;7,3500;"Caucade";"Europe";"France";"Cardial";"Cardial";;"MC-2342";6800;130;7656;115
47,5600;7,4500;"Sierentz";"Europe";"France";"Late LBK";"Late LBK";;"Ly-4498";5570;100;6371;94
44,8800;7,4800;"Abri de Pendimoun";"Europe";"France";"Cardial";"Cardial";;"Ly-5692";6615;105;7502;81
43,8100;7,5000;"Pendimoum";"Europe";"France";"Cardial";"Cardial";;"Gif-6471";6390;100;7303;97
48,6500;7,7500;"Reichstett";"Europe";"France";"LBK";"LBK";;"Ly-865";5940;140;6778;178
43,6800;7,8600;"Grotte Lombard";"Europe";"France";"post Epicardial";"post Epicardial";;"Ly-3331";6190;120;7067;151
42,5600;8,7300;"Revellata";"Europe";"France";"Cardial";"Cardial";;"Ly-6085";6280;75;7168;105
41,5100;8,9100;"Renaghju";"Europe";"France";"Cardial";"Cardial";;"Ly-8327";6525;60;7425;69
41,3800;9,1600;"Araguina Sennola";"Europe";"France";"Cardial";"Cardial";;"Gif-2325";6650;140;7527;111
41,4000;9,1600;"Monte Leone";"Europe";"France";"Early Neolithic";"Early Neolithic";;"Ly-6099";5855;95;6654;113
42,0800;9,5000;"Casabianca or Casterra";"Europe";"France";"Cardial";"Cardial";;"MC-2243";6670;130;7544;102
50,8600;6,3300;"Niedermerz";"Europe";"Germany";"LBK";"LBK";;"KN-2128";6250;70;7141;97
50,8100;6,4300;"Langweiler";"Europe";"Germany";"LBK";"LBK";;"KN-2695";7090;135;7903;130
50,8000;6,4600;"Lamersdorf";"Europe";"Germany";"LBK";"LBK";;"KN-I.367";6410;45;7343;52
50,7000;6,5500;"Muddersheim";"Europe";"Germany";"LBK";"LBK";;"H-924b/1121";6330;80;7243;106
50,9600;6,5500;"Rodingen";"Europe";"Germany";"LBK";"LBK";;"H-2117/1536";6250;75;7140;100
51,0000;6,5500;"Kaster";"Europe";"Germany";"LBK";"LBK";;"KN-2130";5840;55;6635;70
45,4200;6,5700;"Evendorf";"Europe";"Germany";"LBK";"LBK";;"none";6050;"NaN";6902;110
51,0500;6,5833;"Frimmersdorf 122";"Europe";"Germany";"LBK";"LBK";;"UtC-7179";6230;70;7126;96
50,9100;7,0000;"Koln-Mengenich";"Europe";"Germany";"LBK";"LBK";;"KN-I.369";6320;70;7233;91
52,1167;7,1000;"Heek";"Europe";"Germany";"TRB_West";"TRB_West";;"GrN-11762";5030;70;5779;90
52,0500;7,6500;"Gittrup";"Europe";"Germany";"TRB_West";"TRB_West";;"GrN-12262";4920;70;5676;68
53,1600;8,4300;"Hude 1";"Europe";"Germany";"Group Dummer";"Group Dummer";;"Hv-1220";6060;115;6938;162
49,8400;8,5000;"Goddelau";"Europe";"Germany";"LBK";"LBK";;"KN-3429";6600;85;7496;67
50,3300;8,5300;"Usingen";"Europe";"Germany";"LBK";"LBK";;"UtC-10787";6142;40;7045;89
50,3300;8,7500;"Friedberg";"Europe";"Germany";"Early LBK";"Early LBK";;"Bln-56";6120;100;6999;146
50,3000;8,8000;"Bruchenbrücken";"Europe";"Germany";"LBK";"LBK";;"OxA-1630";6390;100;7303;97
53,6667;8,8167;"Flögeln";"Europe";"Germany";"TRB_West";"TRB_West";;"Hv-8450";4500;65;5148;117
48,4667;8,9333;"Rottenburg a. N.";"Europe";"Germany";"LBK";"LBK";;"ETH-9548";6230;90;7119;113
48,8000;9,0700;"Gerlingen";"Europe";"Germany";"LBK";"LBK";;"KN-2295";6390;160;7256;177
48,5000;9,1300;"Viesenhäuser Hof";"Europe";"Germany";"LBK";"LBK";;"Hd-7978";6220;45;7124;81
51,1800;9,3700;"Gudensberg, Güntersber";"Europe";"Germany";"Neolithic";"Neolithic";;"Hd-17130";6352;29;7284;28
51,4200;9,4000;"Calden";"Europe";"Germany";"Neolithic";"Neolithic";;"Hd-16228";6835;43;7664;40
54,7000;9,5333;"Bistoft";"Europe";"Germany";"TRB_North";"TRB_North";;"Ki-1285";5180;60;5921;87
48,3300;9,5600;"Felsdach Lauterach";"Europe";"Germany";"Early LBK";"Early LBK";;"GrN-4750";6140;45;7041;93
48,2500;9,5833;"Lautereck";"Europe";"Germany";"LBK";"LBK";;"GrN-4750";6140;45;7041;93
51,8167;9,8667;"Einbeck, Kühner Höhe";"Europe";"Germany";"TRB_West";"TRB_West";;"Hv-19722";4900;185;5628;223
51,7833;9,8833;"Odagsen I";"Europe";"Germany";"TRB_West";"TRB_West";;"KiA-6987";4564;26;5211;102
51,5300;9,9300;"Göttingen";"Europe";"Germany";"LBK";"LBK";;"H-1534/1027";6530;180;7409;159
51,5100;9,9300;"Rosdorf";"Europe";"Germany";"Early LBK";"Early LBK";;"Hv-586";6350;70;7287;82
48,4000;10,0000;"Ulm-Eggingen";"Europe";"Germany";"LBK";"LBK";;"Hv-14732";6500;100;7408;93
51,7000;10,0000;"Northeim-Imbshausen";"Europe";"Germany";"LBK";"LBK";;"H-1573/1126";6192;140;7063;170
54,2500;10,0667;"Flintbek";"Europe";"Germany";"TRB_North";"TRB_North";;"Ki-3072";5280;120;6066;133
51,5200;10,2700;"Duderstadt";"Europe";"Germany";"LBK";"LBK";;"H-919/889";6422;100;7336;85
48,6200;10,4200;"Wittislingen";"Europe";"Germany";"LBK";"LBK";;"Gro-265";6030;110;6896;147
48,8300;10,5700;"Enkingen";"Europe";"Germany";"LBK";"LBK";;"UtC-2344";6460;80;7369;68
52,1500;10,6000;"Klein Denkte";"Europe";"Germany";"LBK";"LBK";;"UtC-1834";7930;60;8803;131
48,8000;10,6200;"Kleinsorheim";"Europe";"Germany";"LBK";"LBK";;"UtC-1840";7730;120;8566;143
52,1700;10,8200;"Eitzum 2";"Europe";"Germany";"LBK";"LBK";;"UtC-1833";6340;70;7273;84
50,1600;10,9600;"Zilgendorf";"Europe";"Germany";"LBK";"LBK";;"GrN-7011";6250;65;7142;94
54,2700;11,0500;"Siggeneben-Süd";"Europe";"Germany";"TRB_North";"TRB_North";;"KN-2273";5690;60;6487;76
52,9600;11,4000;"Westeregeln";"Europe";"Germany";"LBK";"LBK";;"Bln-92";6140;100;7021;140
51,4800;11,5100;"Eilsleben";"Europe";"Germany";"Early LBK";"Early LBK";;"OxA-1627";6190;90;7078;121
52,2333;11,6167;"Elbeu";"Europe";"Germany";"Stichbandkeramic";"Stichbandkeramik";;"Erl-4092";5969;59;6799;74
