"% Please cite these data as: R. Pinhasi, J. Fort & A. Ammerman, Tracing the origin and spread of agriculture in Europe (2005), PLoS Biology xx, xxx-xxx, Suppl. Info. 1. ";;;;;;;;;;;;
48,8800;11,7500;"Hienheim";"Europe";"Germany";"LBK";"LBK";;"GrN-7557";6235;45;7135;83
49,5667;11,8000;"Irlbach";"Europe";"Germany";"LBK";"LBK";;"Bln-85";5345;100;6122;117
50,1833;11,9167;"Hallertau";"Europe";"Germany";"LBK";"LBK";;"HAM-197";5990;90;6834;111
51,1700;12,0800;"Wahlitz";"Europe";"Germany";"Stichbandkeramik";"Stichbandkeramik";;"GrN-433";5300;200;6058;216
51,1333;12,1333;"Köttichau";"Europe";"Germany";"Salzmünde";"Salzmünde";;"Bln-250";6045;120;6921;165
51,0667;12,2167;"Rehmsdorf";"Europe";"Germany";"LBK";"LBK";;"Bln-176";5932;100;6762;122
52,5300;12,2200;"Zollchow";"Europe";"Germany";"LBK";"LBK";;"Bln-4199";6250;50;7145;86
51,2200;12,3200;"Zwenkau-Harth";"Europe";"Germany";"LBK";"LBK";;"GrN-1581";6160;70;7054;107
47,8800;12,6000;"Wang";"Europe";"Germany";"LBK";"LBK";;"OxA-1538";6190;80;7082;110
53,3500;13,2500;"Carpin";"Europe";"Germany";"TRB_North";"TRB_North";;"Bln-4667";5550;51;6350;46
51,0300;13,5300;"Dresden-Nickern";"Europe";"Germany";"LBK";"LBK";;"Bln-73";5945;100;6780;120
48,7000;13,7200;"Steinfurth 2";"Europe";"Germany";"LBK";"LBK";;"UtC-1838";7260;70;8072;74
53,3167;13,8667;"Prenzlau";"Europe";"Germany";"LBK";"LBK";;"Bln-4221";5520;100;6307;103
51,3700;14,5200;"Uhyst";"Europe";"Germany";"Stichbandkeramik";"Stichbandkeramik";;"Bln-3686";5670;60;6456;75
55,7300;-6,3900;"Port Charlotte";"Europe";"Great Britain";"Neolithic";"Neolithic";;"HAR-3487";5020;90;5771;101
57,0400;-6,2700;"Rhum (Kinloch)";"Europe";"Great Britain";"Neolithic";"Neolithic";;"GU-2043";4725;140;5409;175
55,7900;-6,2600;"Newton";"Europe";"Great Britain";"Neolithic";"Neolithic";;"GU-1952";4965;60;5734;92
55,5400;-5,3200;"Machrie Moor Site";"Europe";"Great Britain";"Neolithic";"Neolithic";;"GU-2320";5500;70;6295;78
50,2200;-5,2400;"Carn Brea";"Europe";"Great Britain";"Neolithic";"Neolithic";;"BM-825";4999;64;5761;94
55,5100;-5,1400;"Monamore, Arran";"Europe";"Great Britain";"Neolithic";"Neolithic";;"Q-675";5110;110;5855;125
52,0200;-4,8200;"Carreg Coetan";"Europe";"Great Britain";"Neolithic";"Neolithic";;"CAR-392";4830;80;5551;91
54,0800;-4,7500;"Port St.Mary Rushen";"Europe";"Great Britain";"Early Neolithic";"Early Neolithic";;"OxA-2481";4970;80;5741;102
51,7500;-4,4800;"Coygan Camp";"Europe";"Great Britain";"Neolithic";"Neolithic";;"NPL-132";5000;95;5759;105
58,0100;-4,4300;"The Ord North, Lairg";"Europe";"Great Britain";"Neolithic";"Neolithic";;"GU-1169";4665;70;5424;97
53,2200;-4,2900;"Capel Eithin";"Europe";"Great Britain";"Neolithic";"Neolithic";;"CAR-480";5520;80;6312;83
51,0300;-4,2500;"Westward Ho!";"Europe";"Great Britain";"Neolithic";"Neolithic";;"HAR-5631";6100;100;6978;150
57,4800;-4,1900;"Raigmore";"Europe";"Great Britain";"Neolithic";"Neolithic";;"SRR-188";4983;130;5744;131
56,6500;-3,7400;"Pitnacree";"Europe";"Great Britain";"Neolithic";"Neolithic";;"GaK-601";4810;90;5511;115
50,5300;-3,6900;"Broken Cave";"Europe";"Great Britain";"Neolithic";"Neolithic";;"OxA-3207";5015;80;5769;97
50,4900;-3,6800;"Three holes Cave";"Europe";"Great Britain";"Neolithic";"Neolithic";;"OxA-4495";5010;70;5767;94
56,0000;-3,6700;"Nether Kinneil";"Europe";"Great Britain";"Neolithic";"Neolithic";;"SRR-1486.01";5060;50;5810;69
55,9700;-3,6000;"Linlithgow";"Europe";"Great Britain";"Neolithic";"Neolithic";;"GU-1875";5265;55;6052;90
58,5300;-3,6000;"Loch Calder  Tulloch o";"Europe";"Great Britain";"Neolithic";"Neolithic";;"GU-1332";4965;60;5734;92
56,5400;-3,4400;"Inchtuthil";"Europe";"Great Britain";"Neolithic";"Neolithic";;"GU-2760";5160;70;5891;102
55,4200;-3,3600;"Rotten Bottom, Games H";"Europe";"Great Britain";"Neolithic";"Neolithic";;"OxA-3540";5040;100;5784;105
50,8200;-3,2700;"Hembury";"Europe";"Great Britain";"Neolithic";"Neolithic";;"none";5235;"NaN";6023;81
58,3800;-3,2700;"Camster Long Cairn";"Europe";"Great Britain";"Neolithic";"Neolithic";;"GU-1707";4950;80;5727;102
55,6500;-3,2600;"Meldon Bridge, near Pe";"Europe";"Great Britain";"Neolithic";"Neolithic";;"SRR-644";4686;90;5430;112
51,9700;-3,2300;"Pen-y-Wyrlod";"Europe";"Great Britain";"Neolithic";"Neolithic";;"HAR-674";4970;80;5741;102
59,0000;-3,2200;"Barnhouse";"Europe";"Great Britain";"Neolithic";"Neolithic";;"OxA-3499";4590;75;5265;160
58,9900;-3,1800;"Maes Howe";"Europe";"Great Britain";"Neolithic";"Neolithic";;"SRR-791";5094;60;5827;71
52,6400;-3,1600;"Sarn-y-Bryn-Calod";"Europe";"Great Britain";"Neolithic";"Neolithic";;"OxA-3997";4960;70;5733;97
56,2900;-3,1600;"Kinloch Farm, Collessi";"Europe";"Great Britain";"Neolithic";"Neolithic";;"GU-1375";4725;70;5456;99
51,8700;-3,1500;"Gwernvale";"Europe";"Great Britain";"Neolithic";"Neolithic";;"CAR-113";5050;75;5792;89
54,4700;-3,1400;"Great Langdale";"Europe";"Great Britain";"Neolithic";"Neolithic";;"OxA-2181";4790;80;5489;106
54,4500;-3,1200;"Langdale  Pike of Stic";"Europe";"Great Britain";"Neolithic";"Neolithic";;"BM-281";4680;135;5348;199
57,6200;-3,0700;"Boghead Mound, Fochabe";"Europe";"Great Britain";"Neolithic";"Neolithic";;"SRR-690";6006;60;6839;76
57,6100;-3,0700;"Fochabers  Boghead Mou";"Europe";"Great Britain";"Neolithic";"Neolithic";;"SRR-685";5031;100;5778;105
58,9900;-3,0100;"Quanterness";"Europe";"Great Britain";"Neolithic";"Neolithic";;"Q-1294";4590;75;5265;160
59,3500;-2,9200;"Knap of Howar";"Europe";"Great Britain";"Neolithic";"Neolithic";;"SRR-347";5706;85;6507;100
51,1800;-2,8800;"Chilton 1-2";"Europe";"Great Britain";"Neolithic";"Neolithic";;"HAR-649";4760;80;5470;104
51,1600;-2,8300;"Sweet Track, Shapwick";"Europe";"Great Britain";"Neolithic";"Neolithic";;"Q-968";5224;75;6023;101
51,1800;-2,8200;"Baker Platform";"Europe";"Great Britain";"Neolithic";"Neolithic";;"HAR-2845";4950;80;5727;102
51,1600;-2,8100;"Shapwick Heath";"Europe";"Great Britain";"Neolithic";"Neolithic";;"Q-430";4540;130;5201;200
51,1700;-2,8000;"Meare Lake Village Wes";"Europe";"Great Britain";"Neolithic";"Neolithic";;"HAR-2616";5210;80;6002;109
51,1600;-2,7800;"Ashcott Heath";"Europe";"Great Britain";"Neolithic";"Neolithic";;"Q-598";4625;120;5294;193
51,1400;-2,7800;"Joness Track, Ashcott";"Europe";"Great Britain";"Neolithic";"Neolithic";;"HAR-3078";4590;70;5267;158
53,1300;-2,7000;"Beeston Castle";"Europe";"Great Britain";"Neolithic";"Neolithic";;"HAR-6462";5140;90;5880;114
54,9800;-2,6100;"Midgeholme Moss";"Europe";"Great Britain";"Early Neolithic";"Early Neolithic";;"OxA-2326";5270;90;6060;109
56,7900;-2,6100;"Dalladies Farm, Fetter";"Europe";"Great Britain";"Neolithic";"Neolithic";;"SRR-289";4660;50;5409;68
50,7000;-2,4800;"Maiden Castle";"Europe";"Great Britain";"Neolithic";"Neolithic";;"OxA-1337";5030;80;5778;95
57,0500;-2,4400;"Balbridie";"Europe";"Great Britain";"Neolithic";"Neolithic";;"GU-1038";5150;60;5877;92
50,7100;-2,4300;"Flagstones House, Dorc";"Europe";"Great Britain";"Early Neolithic";"Early Neolithic";;"HAR-9161";4960;80;5735;103
51,2100;-2,4100;"Bridgemere";"Europe";"Great Britain";"Neolithic";"Neolithic";;"BM-2565";4630;50;5381;69
52,7000;-2,3600;"Spong Hill";"Europe";"Great Britain";"Neolithic";"Neolithic";;"BM-1535";4990;80;5754;100
50,9000;-2,2000;"Hambledon Hill";"Europe";"Great Britain";"Neolithic";"Neolithic";;"HAR-3062";4850;100;5579;117
50,8800;-2,1700;"Stepleton";"Europe";"Great Britain";"Neolithic";"Neolithic";;"OxA-932";4690;70;5443;99
50,7000;-2,1500;"Worgret, Wareham";"Europe";"Great Britain";"Neolithic";"Neolithic";;"HAR-9595";5210;70;6005;96
51,8300;-2,1500;"Peak Camp";"Europe";"Great Britain";"Neolithic";"Neolithic";;"OxA-1622";4865;80;5596;96
53,6100;-2,0300;"Rocher Moss 2";"Europe";"Great Britain";"Neolithic";"Neolithic";;"Q-1190";5830;100;6626;114
51,2700;-2,0000;"Strawberry Hill";"Europe";"Great Britain";"Neolithic";"Neolithic";;"OxA-3041";6820;120;7677;103
50,9300;-2,0000;"Dorset Cursus (Down Fa";"Europe";"Great Britain";"Neolithic";"Neolithic";;"OxA-626";4770;120;5480;131
55,2900;-1,9800;"Chatton Sandyford";"Europe";"Great Britain";"Neolithic";"Neolithic";;"GaK-1507";4840;90;5564;104
51,4200;-1,9500;"Cherhill";"Europe";"Great Britain";"Neolithic";"Neolithic";;"BM-493";4715;90;5449;107
53,2600;-1,9400;"Lismore Fields";"Europe";"Great Britain";"Neolithic";"Neolithic";;"OxA-2433";5270;100;6060;116
51,3900;-1,9100;"Easton Down";"Europe";"Great Britain";"Early Neolithic";"Early Neolithic";;"OxA-3760";4730;65;5458;99
51,8700;-1,9000;"Hazleton North";"Europe";"Great Britain";"Neolithic";"Neolithic";;"OxA-910";5000;70;5761;95
50,9200;-1,8800;"Windmill Hill";"Europe";"Great Britain";"Early Neolithic";"Early Neolithic";;"OxA-2406";4870;70;5600;86
51,4500;-1,8700;"Millbarrow";"Europe";"Great Britain";"Early Neolithic";"Early Neolithic";;"OxA-3172";4900;110;5653;141
51,4200;-1,8700;"South Street, Avebury";"Europe";"Great Britain";"Neolithic";"Neolithic";;"BM-356";4760;130;5471;139
51,2100;-1,8600;"Robin Hoods Ball";"Europe";"Great Britain";"Neolithic";"Neolithic";;"OxA-1400";4740;100;5460;112
51,4100;-1,8500;"West Kennet";"Europe";"Great Britain";"Neolithic";"Neolithic";;"OxA-449";4825;90;5535;110
51,2200;-1,8500;"Netheravon Bake";"Europe";"Great Britain";"Neolithic";"Neolithic";;"OxA-1407";4760;90;5471;108
51,4100;-1,8500;"Silbury Hill, Avebury";"Europe";"Great Britain";"Neolithic";"Neolithic";;"SI-910A";4675;110;5367;170
51,2000;-1,8500;"Winterbourne stoke";"Europe";"Great Britain";"Neolithic";"Neolithic";;"OxA-1405";4640;100;5322;176
51,1600;-1,8300;"Normanton Down, Amesbu";"Europe";"Great Britain";"Neolithic";"Neolithic";;"BM-505";4510;103;5147;153
51,3700;-1,8200;"Knap Hill";"Europe";"Great Britain";"Neolithic";"Neolithic";;"BM-205";4710;115;5428;132
51,1700;-1,8100;"Coneybury Henge";"Europe";"Great Britain";"Neolithic";"Neolithic";;"OxA-1402";5050;100;5790;104
51,1800;-1,8100;"King Barrow Ridge";"Europe";"Great Britain";"Neolithic";"Neolithic";;"OxA-1397";4500;120;5140;170
51,0800;-1,7300;"Fussells Lodge";"Europe";"Great Britain";"Neolithic";"Neolithic";;"none";5180;"NaN";5926;111
50,9300;-1,6600;"Scord of Brouster";"Europe";"Great Britain";"Neolithic";"Neolithic";;"CAR-253";5050;90;5790;98
51,5600;-1,5900;"Waylands Smithy, Ashb";"Europe";"Great Britain";"Neolithic";"Neolithic";;"I-1468";4770;130;5481;141
51,8500;-1,5600;"Ascott-under-Wychwood";"Europe";"Great Britain";"Neolithic";"Neolithic";;"BM-833";5020;92;5771;102
51,5000;-1,5000;"Lambourn";"Europe";"Great Britain";"Neolithic";"Neolithic";;"none";5365;"NaN";6148;92
50,9200;-1,3700;"Shurton Hill";"Europe";"Great Britain";"Neolithic";"Neolithic";;"UB-2122";4750;50;5465;97
51,0800;-1,3200;"Winnall Down";"Europe";"Great Britain";"Neolithic";"Neolithic";;"HAR-2196";4800;80;5499;107
51,6600;-1,3100;"Drayton";"Europe";"Great Britain";"Neolithic";"Neolithic";;"HAR-6477";4990;100;5752;109
51,1200;-1,2900;"Burntwood Farm (Site R";"Europe";"Great Britain";"Neolithic";"Neolithic";;"OxA-1384";4750;140;5456;153
51,6800;-1,2600;"Abingdon";"Europe";"Great Britain";"Neolithic";"Neolithic";;"BM-351";5060;130;5809;134
53,2700;-1,2400;"Markland Grips";"Europe";"Great Britain";"Neolithic";"Neolithic";;"OxA-4447";4760;90;5471;108
51,7900;-1,2200;"Sidlings Copse";"Europe";"Great Britain";"Neolithic";"Neolithic";;"OxA-3560";5250;75;6046;101
51,6600;-1,1700;"Dorchester Site VIII";"Europe";"Great Britain";"Neolithic";"Neolithic";;"BM-2443";4510;100;5147;150
50,9800;-1,1500;"Corhampton House, Corh";"Europe";"Great Britain";"Neolithic";"Neolithic";;"BM-1889";4790;70;5489;100
51,5700;-1,1300;"North Stoke";"Europe";"Great Britain";"Neolithic";"Neolithic";;"BM-1405";4672;49;5422;76
52,2200;-0,9200;"Briar Hill";"Europe";"Great Britain";"Neolithic";"Neolithic";;"HAR-2282";5440;110;6196;132
50,9400;-0,8700;"North Marden";"Europe";"Great Britain";"Neolithic";"Neolithic";;"HAR-5544";4710;110;5434;124
54,5600;-0,8300;"Street House Farm, Lof";"Europe";"Great Britain";"Neolithic";"Neolithic";;"BM-2061N";5080;60;5819;72
51,2300;-0,7900;"Badshot";"Europe";"Great Britain";"Neolithic";"Neolithic";;"BM-2273N1";4780;40;5521;52
54,0400;-0,7700;"Hanging Grimstone";"Europe";"Great Britain";"Neolithic";"Neolithic";;"HAR-2160";4710;90;5446;107
53,9900;-0,7300;"Callis Wold, Barrow 27";"Europe";"Great Britain";"Neolithic";"Neolithic";;"BM-1170";4933;64;5685;66
51,5000;-0,7200;"Cannon Hill, Bray";"Europe";"Great Britain";"Neolithic";"Neolithic";;"HAR-1198";5270;110;6059;125
50,8800;-0,7000;"Long Down";"Europe";"Great Britain";"Neolithic";"Neolithic";;"OxA-1152";5050;100;5790;104
51,5000;-0,6600;"Eton Wick";"Europe";"Great Britain";"Neolithic";"Neolithic";;"BM-2533";4750;80;5466;103
52,3300;-0,5900;"Redlands Farm";"Europe";"Great Britain";"Early Neolithic";"Early Neolithic";;"OxA-5632";4825;65;5548;73
52,3200;-0,5900;"Stanwick South";"Europe";"Great Britain";"Neolithic";"Neolithic";;"OxA-3001";4810;80;5512;104
50,9200;-0,5800;"Bury Hill";"Europe";"Great Britain";"Neolithic";"Neolithic";;"HAR-3596";4680;80;5432;104
54,1600;-0,5700;"East Heslerton Wold";"Europe";"Great Britain";"Neolithic";"Neolithic";;"HAR-7030";5020;70;5773;92
51,4300;-0,5600;"Runnymede";"Europe";"Great Britain";"Early Neolithic";"Early Neolithic";;"OxA-3582";5780;85;6573;94
51,5800;-0,5500;"Misbourne Viaduct";"Europe";"Great Britain";"Early Neolithic";"Early Neolithic";;"OxA-601";6190;90;7078;121
52,4100;-0,5400;"Aldwincle";"Europe";"Great Britain";"Neolithic";"Neolithic";;"HAR-1411";4560;70;5215;132
54,2600;-0,4600;"Seamer Moor, East Ayto";"Europe";"Great Britain";"Neolithic";"Neolithic";;"NPL-73";5030;90;5777;100
50,8600;-0,4400;"Blackpatch";"Europe";"Great Britain";"Neolithic";"Neolithic";;"BM-290";5090;130;5842;143
50,8700;-0,4200;"Church Hill";"Europe";"Great Britain";"Neolithic";"Neolithic";;"none";5340;"NaN";6119;114
54,0900;-0,3800;"Kilham";"Europe";"Great Britain";"Neolithic";"Neolithic";;"BM-293";4830;125;5545;154
54,1200;-0,2400;"Grindale, Barrow 1";"Europe";"Great Britain";"Neolithic";"Neolithic";;"HAR-269";4910;120;5665;152
54,1200;-0,2300;"Boynton, High Easton";"Europe";"Great Britain";"Neolithic";"Neolithic";;"HAR-268";4840;80;5564;90
52,5700;-0,2000;"Fengate";"Europe";"Great Britain";"Neolithic";"Neolithic";;"GaK-4196";4960;64;5731;94
52,3200;-0,1600;"Rectory Farm";"Europe";"Great Britain";"Neolithic";"Neolithic";;"OxA-3370";5050;80;5791;92
54,1500;-0,1000;"Willerby Wold";"Europe";"Great Britain";"Neolithic";"Neolithic";;"none";4950;0;5711;143
50,8900;-0,0200;"Offham Hill";"Europe";"Great Britain";"Neolithic";"Neolithic";;"BM-1414";4925;80;5697;92
53,2200;0,1300;"Giants Hills";"Europe";"Great Britain";"Neolithic";"Neolithic";;"OxA-641";5450;80;6215;96
50,7900;0,2100;"Combe Hill";"Europe";"Great Britain";"Neolithic";"Neolithic";;"I-11613";4590;110;5259;183
51,5000;0,2700;"Mar Dyke";"Europe";"Great Britain";"Neolithic";"Neolithic";;"HAR-4522";5740;80;6538;92
53,2500;0,3300;"Wolla Bank";"Europe";"Great Britain";"Neolithic";"Neolithic";;"OxA-5965";4865;65;5592;79
50,8500;0,3400;"Orsett";"Europe";"Great Britain";"Neolithic";"Neolithic";;"BM-1213";4741;113;5457;121
52,4200;0,4100;"Shippea Hill, Peacocks";"Europe";"Great Britain";"Neolithic";"Neolithic";;"Q-527";4950;120;5719;131
51,7300;0,7300;"Stumble";"Europe";"Great Britain";"Neolithic";"Neolithic";;"OxA-2298";4780;70;5481;101
51,1600;0,9700;"Devils Kneading Troug";"Europe";"Great Britain";"Neolithic";"Neolithic";;"BM-254";4540;105;5196;170
52,6000;1,2600;"Eaton Heath";"Europe";"Great Britain";"Mildenhall";"Mildenhall";;"BM-770";5095;49;5830;66
52,4600;1,4500;"Broome Heath";"Europe";"Great Britain";"Neolithic";"Neolithic";;"BM-679";5424;117;6181;134
43,8900;16,0000;"?karin Samograd Cave";"Europe";"Greece";"Cardial";"Cardial";;"none";6718;80;7576;71
39,7800;19,7300;"Sidari";"Europe";"Greece";"Early Neolithic";"Early Neolithic";;"GXO-771";7670;120;8479;117
40,9000;20,3500;"Velu?ka IV";"Europe";"Greece";"Neolithic";"Neolithic";;"none";6913;32;7734;37
38,1500;20,7600;"Drakaina Cave";"Europe";"Greece";"Early Neolithic";"Early Neolithic";;"DEM-628";6500;66;7401;68
40,5000;21,1600;"Dispilio";"Europe";"Greece";"Neolithic";"Neolithic";;"DEM-657";6338;29;7273;28
38,9500;22,1300;"Kastria";"Europe";"Greece";"Early Neolithic";"Early Neolithic";;"DEM-272";6528;55;7429;65
40,6000;22,2500;"Nea Nikomedeia";"Europe";"Greece";"Early Neolithic";"Early Neolithic";;"Q-655";8180;150;9115;225
39,2800;22,3800;"Achilleion";"Europe";"Greece";"Early Neolithic";"Early Neolithic";;"LJ-3180";7750;60;8518;66
38,4800;22,5000;"Korykisch Cave Level 4";"Europe";"Greece";"Early Neolithic";"Early Neolithic";;"none";7370;"NaN";8181;111
38,6100;22,7300;"Elateia";"Europe";"Greece";"Early Neolithic";"Early Neolithic";;"GrN-3039";8240;110;9226;150
39,3800;22,8100;"Sesklo";"Europe";"Greece";"Initial Neolithic";"Initial Neolithic";;"P-1681";7755;97;8566;118
37,4300;23,1300;"Franchthi Cave";"Europe";"Greece";"Early Neolithic";"Early Neolithic";;"P-2095";7980;110;8831;158
38,4600;23,2300;"Theopetra Cave";"Europe";"Greece";"Neolithic";"Neolithic";;"DEM-455";6890;43;7721;42
37,3333;23,5000;"Ayios Petros";"Europe";"Greece";"Neolithic";"Neolithic";;"BM-2020";6400;80;7328;71
37,9000;23,8600;"Vougliameni Limni";"Europe";"Greece";"Neolithic";"Neolithic";;"Ly-6946";6940;60;7766;61
38,5167;23,9833;"Tharrounia";"Europe";"Greece";"Neolithic";"Neolithic";;"DEM-171-137";6246;49;7142;85
39,3600;24,1600;"Kyklopas Cave";"Europe";"Greece";"Early Neolithic";"Early Neolithic";;"DEM-636";7780;32;8538;51
41,1500;24,2000;"Sitagroi";"Europe";"Greece";"Early Neolithic";"Early Neolithic";;"Bln-779";6625;170;7497;144
41,0000;24,2500;"Dikili Tash";"Europe";"Greece";"Early Neolithic";"Early Neolithic";;"Gif-2628";7020;170;7849;150
37,0000;25,0500;"Saliagos";"Europe";"Greece";"Neolithic";"Neolithic";;"P-1311";6172;74;7065;108
40,9500;25,4600;"Proskinites";"Europe";"Greece";"Neolithic";"Neolithic";;"DEM-23";6368;63;7313;67
46,6600;17,1600;"Zalavar";"Europe";"Hungary";"Early LBK";"Early LBK";;"Bln-87";6180;100;7063;132
46,2200;20,0800;"Gyálarét";"Europe";"Hungary";"Körös";"Körös";;"none";7090;"NaN";7895;95
46,2100;20,0800;"Katalszeg";"Europe";"Hungary";"Koros";"Koros";;"Bln-86";6370;100;7281;107
47,6500;20,1500;"Sandorresze";"Europe";"Hungary";"LBK";"LBK";;"Bln-676";6155;80;7044;118
46,2000;20,1800;"Oszentivan";"Europe";"Hungary";"Early Vinca";"Early Vinca";;"Bln-479";6460;80;7369;68
47,6800;20,2100;"Tarnabod";"Europe";"Hungary";"LBK";"LBK";;"Bln-123";6280;100;7167;127
46,9400;20,2300;"Vésztö-Magory";"Europe";"Hungary";"Tisza";"Tisza";;"none";6133;126;7006;166
46,2200;20,2500;"Desyk-Olajkut";"Europe";"Hungary";"Körös";"Körös";;"none";6570;"NaN";7453;127
46,2700;20,2800;"Tápe-Lebö 1";"Europe";"Hungary";"Körös";"Körös";;"none";6109;124;6984;167
46,4100;20,3100;"Hódmezövásárhely-Kotacpart";"Europe";"Hungary";"Körös";"Körös";;"none";6450;"NaN";7313;195
48,8600;20,4300;"Ostoros";"Europe";"Hungary";"LBK";"LBK";;"Bln-549";6180;100;7063;132
47,8300;20,5000;"Bekesszentandras";"Europe";"Hungary";"Late LBK";"Late LBK";;"BM-1860";6080;60;6931;95
47,5000;20,5000;"Kisköre";"Europe";"Hungary";"Neolithic";"Neolithic";;"none";5942;74;6774;89
47,8300;20,5800;"Szarvas";"Europe";"Hungary";"Körös";"Körös";;"BM-1866";6620;60;7509;53
47,0400;20,9700;"Dévavanya-Sártó";"Europe";"Hungary";"Körös";"Körös";;"none";6268;"NaN";7156;103
46,2500;21,0000;"Basaroga";"Europe";"Hungary";"Körös";"Körös";;"BM-1862";6580;60;7490;55
48,3600;21,2500;"Korlat";"Europe";"Hungary";"Bukk";"Bukk";;"Bln-119";6440;100;7353;84
48,9600;21,3800;"Tiszavasvari-Keresztfa";"Europe";"Hungary";"LBK";"LBK";;"Bln-505";6305;100;7194;132
41,2100;21,6500;"Berettyóújfalu-Szilhal";"Europe";"Hungary";"Esztár Group";"Esztár Group";;"none";6340;"NaN";7248;117
47,9100;21,8300;"Endrod";"Europe";"Hungary";"Körös";"Körös";;"GrN-10319";6945;50;7765;53
48,8800;22,6000;"Szamossalyi";"Europe";"Hungary";"LBK";"LBK";;"Bln-404";6136;100;7016;141
51,7200;-9,8200;"Cashelkeelty I";"Europe";"Ireland";"Neolithic";"Neolithic";;"UB-2413";5845;100;6644;117
