"% Please cite these data as: R. Pinhasi, J. Fort & A. Ammerman, Tracing the origin and spread of agriculture in Europe (2005), PLoS Biology xx, xxx-xxx, Suppl. Info. 1. ";;;;;;;;;;;;
54,3000;-9,4000;"Ballyglass (Ma.13)";"Europe";"Ireland";"Neolithic";"Neolithic";;"SI-1450";4680;95;5417;121
52,4200;-8,6200;"Tankardstown";"Europe";"Ireland";"Western Neolithic";"Western Neolithic";;"GrN-14713";5105;45;5835;66
54,2700;-8,5300;"Carrowmore";"Europe";"Ireland";"Neolithic";"Neolithic";;"LU-1441";5240;80;6038;105
52,6900;-8,2500;"Shanballyedmond";"Europe";"Ireland";"Neolithic";"Neolithic";;"GrN-11431";4930;60;5677;59
52,8800;-8,1500;"Ardcrony";"Europe";"Ireland";"Ballyalton";"Ballyalton";;"GrN-9708";4675;35;5408;61
54,4600;-7,8200;"Tully, Aldergrove Airp";"Europe";"Ireland";"Neolithic";"Neolithic";;"UB-2115";4960;85;5735;105
54,7100;-6,8500;"Ballynagilly";"Europe";"Ireland";"Neolithic";"Neolithic";;"UB-305";5745;90;6541;99
54,7500;-6,8200;"Carnanbane";"Europe";"Ireland";"Western Neolithic";"Western Neolithic";;"UB-535";5045;95;5787;102
52,9900;-6,6800;"Ballintruer More";"Europe";"Ireland";"Drimnagh";"Drimnagh";;"GrN-10469";4800;70;5502;97
53,7100;-6,4900;"Newgrange";"Europe";"Ireland";"Neolithic";"Neolithic";;"UB-361";4535;105;5185;165
54,8100;-6,4500;"NeWferry";"Europe";"Ireland";"Neolithic";"Neolithic";;"none";5290;"NaN";6074;98
55,0100;-6,4100;"Dooeys Cairn, Ballyma";"Europe";"Ireland";"Neolithic";"Neolithic";;"UB-2030";5150;90;5892;118
54,1700;-6,3800;"Ballymacdermot";"Europe";"Ireland";"Neolithic";"Neolithic";;"UB-702";6925;95;7764;88
54,9800;-5,9300;"Mad Mans Window, Glen";"Europe";"Ireland";"Neolithic";"Neolithic";;"UB-205";5095;120;5843;133
54,2500;-5,8500;"Dundrum Nature Reserve";"Europe";"Ireland";"Neolithic";"Neolithic";;"UB-412";4775;140;5487;154
52,1600;10,5000;"Ferriters Cove";"Europe";"Ireland";"Early Neolithic";"Early Neolithic";;"BM-2227A";5190;110;5957;158
46,6333;6,4167;"Mont-La-Ville, Mollend";"Europe";"Italy";"Early Neolithic";"Early Neolithic";;"CRG-580";5980;175;6840;224
44,1000;8,0100;"Grotta Arma dello Stef";"Europe";"Italy";"Cardial";"Cardial";;"Bln-3276";6610;60;7504;53
44,1167;8,0333;"Arma di Nasino";"Europe";"Italy";"Cardial";"Cardial";;"R-313";6420;65;7344;58
44,7000;8,0333;"Alba";"Europe";"Italy";"Cardial";"Cardial";;"GX-20845";6030;80;6877;105
44,5000;8,5000;"Arene Candide";"Europe";"Italy";"Cardial";"Cardial";;"UB-2423";6980;115;7809;105
44,2833;8,5000;"Arma dello Stefanin";"Europe";"Italy";"Cardial";"Cardial";;"Bln-3276";6610;60;7504;53
40,5000;8,6600;"Grotta Filiestru";"Europe";"Italy";"Cardial";"Cardial";;"Q-3020";6710;75;7571;68
45,8000;8,8333;"Pizzo di Bodio";"Europe";"Italy";"Early Neolithic";"Early Neolithic";;"B-5090";6320;80;7221;111
44,4078;8,9309;"Grotta Pollera";"Europe";"Italy";"Cardial";"Cardial";;"MC-756";6950;100;7787;95
40,2500;9,4800;"Grotta Corbeddu";"Europe";"Italy";"Early Neolithic";"Early Neolithic";;"UtC-1251";6690;80;7555;69
44,8667;9,5333;"Travo, Case Gazza";"Europe";"Italy";"Early Neolithic";"Early Neolithic";;"I-13798";6130;160;6999;195
45,1333;10,3667;"Vhò-Campo Ceresole";"Europe";"Italy";"Early Neolithic";"Early Neolithic";;"I-11445";6170;110;7050;144
44,1333;10,4167;"Muraccio";"Europe";"Italy";"Early Neolithic";"Early Neolithic";;"R-427";6210;80;7104;106
44,5963;10,7055;"Chiozza di Scandiano";"Europe";"Italy";"Early Neolithic";"Early Neolithic";;"R-458";6000;200;6863;249
44,5371;10,8167;"Fiorano Modenese";"Europe";"Italy";"Early Neolithic";"Early Neolithic";;"GrN-19839";6540;60;7447;67
45,5198;11,0172;"Lugo di Grezzana";"Europe";"Italy";"Early Neolithic";"Early Neolithic";;"R-2745";6524;76;7426;81
44,4833;11,0333;"Savignano sul Panaro";"Europe";"Italy";"Early Neolithic";"Early Neolithic";;"Bln-2976";5930;130;6761;164
46,0700;11,1000;"Riparo Gaban";"Europe";"Italy";"Gaban group";"Gaban group";;"Bln-1777";6030;45;6860;65
46,0700;11,1300;"Romagnano";"Europe";"Italy";"Neolithic";"Neolithic";;"none";6060;"NaN";6908;100
43,7900;11,2100;"Mileto";"Europe";"Italy";"Cardial";"Cardial";;"Beta-44114";6180;80;7071;112
45,4600;11,6000;"Molino Casarotto";"Europe";"Italy";"Early Neolithic";"Early Neolithic";;"BIRM-175";6450;110;7361;95
43,5130;11,8278;"Grotta di Monte Venere";"Europe";"Italy";"Neolithic";"Neolithic";;"R-1167";6860;60;7695;58
44,2925;11,8763;"Fornace Capuccini di F";"Europe";"Italy";"Cardial";"Cardial";;"Bln-3372";6320;60;7244;69
44,4167;11,9000;"Lugo di Romagna";"Europe";"Italy";"Early Neolithic";"Early Neolithic";;"R-2747";6626;110;7510;84
42,1167;12,2333;"La Marmotta";"Europe";"Italy";"Cardial";"Cardial";;"R-2360";6855;65;7692;61
37,9667;12,2667;"Santa Anna III";"Europe";"Italy";"Early Neolithic";"Early Neolithic";;"R-322";6780;90;7631;72
38,0000;12,3300;"Lagnano da Piede";"Europe";"Italy";"Early Neolithic";"Early Neolithic";;"UCLA-2148";6700;100;7563;82
43,1300;12,4000;"San Marco, Gubbio";"Europe";"Italy";"Cardial";"Cardial";;"OxA-1853";6430;80;7347;66
38,0167;12,4833;"Grotta dellUzzo";"Europe";"Italy";"Aceramic Neolithic";"Aceramic Neolithic";;"P-2734";7910;70;8786;140
42,7753;12,5499;"Grotta del Pertusello";"Europe";"Italy";"Early Neolithic";"Early Neolithic";;"R-157";5400;90;6160;112
45,7300;12,5838;"Fonte Chiarano";"Europe";"Italy";"Early Neolithic";"Early Neolithic";;"AECV-1996C";6380;180;7239;196
43,8667;12,6333;"Pian di Cereto";"Europe";"Italy";"Early Neolithic";"Early Neolithic";;"R-548";6680;80;7547;67
45,8547;12,6875;"Fagnigola";"Europe";"Italy";"Early Neolithic";"Early Neolithic";;"R-2550";6570;75;7478;67
45,8831;12,7131;"Valer";"Europe";"Italy";"Early Neolithic";"Early Neolithic";;"Bln-4436";6557;71;7466;71
43,9800;12,8600;"Grotta delOrso";"Europe";"Italy";"Fiorano";"Fiorano";;"R-676";6080;50;6924;77
43,0600;13,0600;"Maddalena di Muccia";"Europe";"Italy";"Cardial";"Cardial";;"R-643a";6580;75;7486;64
45,7867;13,0847;"Piancada";"Europe";"Italy";"Early Neolithic";"Early Neolithic";;"OZB-653";8115;92;9042;170
43,7100;13,1000;"Ripabianca di Monterad";"Europe";"Italy";"Fiorano";"Fiorano";;"R-599";6260;85;7148;110
42,7500;13,2670;"Villagio Leopardi";"Europe";"Italy";"Cardial";"Cardial";;"Pi-101";6578;135;7461;115
38,1200;13,3600;"Stretto, Partanna";"Europe";"Italy";"Neolithic";"Neolithic";;"Rome-291";6630;120;7511;92
42,3667;13,3667;"Arma dellAquila";"Europe";"Italy";"Cardial";"Cardial";;"Bln-3450";6240;90;7129;113
41,9580;13,5355;"Grotta Continenza";"Europe";"Italy";"Cardial";"Cardial";;"R-1411";6590;75;7493;62
41,9500;13,6333;"S. Stefano di Ortucchi";"Europe";"Italy";"Cardial";"Cardial";;"R-468";6575;80;7480;70
45,7505;13,6750;"Grotta del Mitreo";"Europe";"Italy";"Danilo";"Danilo";;"R-904";5770;60;6566;73
45,7200;13,7600;"Sammardenchia";"Europe";"Italy";"Early Neolithic ";"Early Neolithic ";;"R-2547";6570;74;7479;67
37,1833;13,7667;"Piano Vento";"Europe";"Italy";"Cardial";"Cardial";;"A-4474";6130;90;7014;134
45,6531;13,7764;"Grotta dellEdera";"Europe";"Italy";"Cardial";"Cardial";;"MC-2332";6510;110;7416;101
42,4700;13,9300;"Penne";"Europe";"Italy";"Neolithic";"Neolithic";;"none";6580;"NaN";7486;64
42,0553;14,2095;"Fonterossi (Lama dei P";"Europe";"Italy";"Cardial";"Cardial";;"OxA-1958";6540;80;7442;85
42,4667;14,2167;"Grotta dei Piccioni";"Europe";"Italy";"Impressed Ware";"Impressed Ware";;"PI-46";6247;130;7123;156
41,5700;14,6400;"Monte Maulo";"Europe";"Italy";"Early Neolithic";"Early Neolithic";;"OxA-651";6540;80;7442;85
38,1513;14,9260;"Colle del Fico";"Europe";"Italy";"Early/Middle Neolithic";"Middle Neolithic";;"OxA-654";5840;70;6633;84
41,0186;15,0211;"Fontanarosa Uliveto";"Europe";"Italy";"Cardial";"Cardial";;"BM-2415";6490;150;7387;136
40,2500;15,1833;"Torre Sabea";"Europe";"Italy";"Cardial";"Cardial";;"none";6960;130;7796;115
41,5000;15,3333;"Ripa Tetta";"Europe";"Italy";"Early Neolithic";"Early Neolithic";;"CAMS-2681";6890;60;7723;56
40,7855;15,4300;"Castelgrande, Bellinzo";"Europe";"Italy";"Early Neolithic";"Early Neolithic";;"B-4564";6270;40;7175;69
41,4500;15,5333;"Villa Communale";"Europe";"Italy";"Early/Middle Neolithic";"Middle Neolithic";;"MC-2290";6850;130;7706;112
41,4598;15,5428;"Masseria Candelaro";"Europe";"Italy";"Early Neolithic";"Early Neolithic";;"OxA-3684";6640;95;7520;72
41,4500;15,5667;"Grotta Scaloria";"Europe";"Italy";"Early Neolithic";"Early Neolithic";;"LJ-4649";6720;100;7578;83
41,5000;15,6600;"Santa Tecchia";"Europe";"Italy";"Early Neolithic";"Early Neolithic";;"BM-2414";6520;70;7421;76
41,5000;15,6800;"Scaramella";"Europe";"Italy";"Masseria la Quercia";"Masseria la Quercia";;"R-350";7000;100;7821;95
41,5000;15,7500;"Coppa Nevigata";"Europe";"Italy";"Cardial";"Cardial";;"OxA-1475";6880;90;7722;82
41,0000;16,0000;"Rendina";"Europe";"Italy";"Early Neolithic";"Early Neolithic";;"LJ-4548";7110;140;7928;141
39,9302;16,0350;"Mesocco, Tec Nev";"Europe";"Italy";"Early Neolithic";"Early Neolithic";;"none";5950;110;6788;134
41,8978;16,1560;"Defensola";"Europe";"Italy";"Early Neolithic";"Early Neolithic";;"Utc-1342";6990;80;7815;84
38,8200;16,2500;"Piana di Curingia";"Europe";"Italy";"Cardial";"Cardial";;"P-2946";6930;60;7758;59
40,5000;16,5000;"S. Marco";"Europe";"Italy";"Cardial";"Cardial";;"OxA-1853";6430;80;7347;66
38,9000;16,5833;"Acconia";"Europe";"Italy";"Early Neolithic";"Early Neolithic";;"P-2949";6710;80;7571;71
40,6667;16,6000;"Trasano 1";"Europe";"Italy";"Cardial";"Cardial";;"TAN-88248";6980;130;7809;114
38,9200;16,6100;"Bevilacqua";"Europe";"Italy";"Stentinello";"Stentinello";;"P-3047";6430;90;7346;74
41,1000;16,8900;"Scamuso";"Europe";"Italy";"Cardial";"Cardial";;"Gif-6339";7290;110;8108;112
42,2000;16,9100;"Marcianese";"Europe";"Italy";"Impressed Ware";"Impressed Ware";;"BM-2250";6290;60;7183;89
40,4236;17,2336;"Praia di Mare";"Europe";"Italy";"Early Neolithic";"Early Neolithic";;"R-285";7555;85;8324;86
40,8500;17,4667;"Torre Canne";"Europe";"Italy";"Early Neolithic";"Early Neolithic";;"Gif-6725";6900;80;7738;74
40,7288;17,5774;"Grotta S. Angelo di Os";"Europe";"Italy";"Cardial";"Cardial";;"GIF-6724";6980;70;7807;78
40,5500;18,0533;"Scaloria";"Europe";"Italy";"Cardial";"Cardial";;"LJ-4649";6720;100;7578;83
40,0800;18,4800;"Grotta di Porto Badisc";"Europe";"Italy";"Neolithic";"Neolithic";;"R-1225";5850;55;6646;71
40,0667;18,4833;"Porto Badisco";"Europe";"Italy";"Cardial";"Cardial";;"F-97";6465;185;7332;189
55,3000;21,0000;"Nida";"Europe";"Lithuania";"Neolithic";"Neolithic";;"Vs-321";4630;120;5300;193
55,7700;22,4200;"Daktariske";"Europe";"Lithuania";"Neolithic";"Neolithic";;"Vs-808";5530;110;6317;115
54,6800;25,3000;"Vilnius";"Europe";"Lithuania";"Neolithic";"Neolithic";;"Vs-420";4840;100;5562;119
51,4500;5,4667;"Wychen, Het Vormer";"Europe";"Netherlands";"Hazendonk";"Hazendonk";;"GrN-7201";6195;45;7101;75
52,5700;5,5800;"SWifterbant";"Europe";"Netherlands";"Neolithic";"Neolithic";;"none";5300;"NaN";6080;79
52,3500;5,6333;"Harderwijk, Beekhuizer";"Europe";"Netherlands";"TRB_West";"TRB_West";;"GrN-7746";4520;70;5165;116
51,9600;5,7500;"Geleen";"Europe";"Netherlands";"LBK";"LBK";;"GrN-995";6370;60;7317;65
50,9300;5,7700;"Elsloo";"Europe";"Netherlands";"LBK";"LBK";;"GrN-2311";6510;100;7416;94
51,0000;5,8700;"Sittard";"Europe";"Netherlands";"LBK";"LBK";;"GrN-423";6200;150;7068;179
52,8500;6,8500;"Odoorn";"Europe";"Netherlands";"TRB_West";"TRB_West";;"GrN-13184";4630;60;5369;87
54,8300;9,6500;"Südensee-Damm";"Europe";"Netherlands";"Neolithic";"Neolithic";;"none";4950;"NaN";5723;121
53,4200;14,5800;"Szczecin-Ustowo";"Europe";"Poland";"TRB_East";"TRB_East";;"Bln-1807";4510;80;5150;130
50,9200;16,8000;"Stary Zamek";"Europe";"Poland";"Stichbandkeramik";"Stichbandkeramik";;"Bln-1737";6030;50;6863;71
50,7167;16,8500;"Niemcza";"Europe";"Poland";"LBK";"LBK";;"Bln-1319";6210;80;7104;106
54,4167;17,4000;"Lupawa";"Europe";"Poland";"TRB_East";"TRB_East";;"Bln-1814";6060;80;6918;116
50,3667;17,8667;"Nowy Browiniec";"Europe";"Poland";"LBK";"LBK";;"Bln-?";6185;55;7089;85
51,4833;17,8833;"Niedzwiedz";"Europe";"Poland";"TRB_East";"TRB_East";;"Bln-927";4715;100;5445;113
53,8500;18,1000;"Strachów 2";"Europe";"Poland";"LBK";"LBK";;"Bln-1790B";6205;102;7088;130
53,3100;18,1100;"Strzelce";"Europe";"Poland";"LBK";"LBK";;"GrN-5087";6260;60;7150;91
52,7667;18,2500;"Matwy";"Europe";"Poland";"TRB_East";"TRB_East";;"Bln-1314";4580;50;5258;149
53,5167;18,3667;"Gródek Nadbuzny";"Europe";"Poland";"TRB_East";"TRB_East";;"KN-I.243";4820;40;5548;55
52,6000;18,9000;"Brzesc Kujawski";"Europe";"Poland";"LBK";"LBK";;"GrN-9255";6180;35;7087;65
51,7000;19,1800;"Skoroszowice";"Europe";"Poland";"LBK";"LBK";;"Bln-1960";6125;50;7022;100
50,1000;19,8300;"Olszanica";"Europe";"Poland";"LBK";"LBK";;"GrN-5384";6430;75;7348;63
52,0600;20,0800;"Nieborowa";"Europe";"Poland";"LBK";"LBK";;"KN-2514";6550;65;7461;68
50,3333;20,3500;"Bronocice";"Europe";"Poland";"TRB_East";"TRB_East";;"DIC-719";5060;110;5800;113
54,1333;20,6500;"Sarnowo";"Europe";"Poland";"TRB_East";"TRB_East";;"GrN-5035";5570;60;6363;51
51,1667;22,5833;"Cmielów";"Europe";"Poland";"TRB_East";"TRB_East";;"GrN-5089";4775;40;5517;54
53,3300;23,4200;"NoWodWorce I";"Europe";"Poland";"Neolithic";"Neolithic";;"none";6000;"NaN";6853;138
41,9000;21,3600;"Tumba or Veluska";"Europe";"Republic of Macedon";"Early Neolithic";"Early Neolithic";;"TX-1785";6950;120;7788;108
41,7000;22,0000;"Anza";"Europe";"Republic of Macedon";"Star?evo";"Starcevo";;"LJ-2519";7560;70;8327;78
41,7500;22,1500;"Vrsnik-Tarinci";"Europe";"Republic of Macedon";"Early Neolithic";"Early Neolithic";;"Bln-339";6950;100;7787;95
45,3100;21,8100;"Zorlentu Mare";"Europe";"Romania";"Vinca";"Vinca";;"GrN-10316";6070;40;6908;66
41,4500;21,8200;"Topolnita 2b";"Europe";"Romania";"Neolithic";"Neolithic";;"none";6135;191;6998;222
45,0800;24,2000;"Valea-R?ii";"Europe";"Romania";"Star?evo-Cri?";"Starcevo";;"none";6480;0;7387;73
47,1700;26,3300;"Tirpe?ti";"Europe";"Romania";"LBK";"LBK";;"none";6240;71;7133;97
46,0900;27,4700;"Trestiana";"Europe";"Romania";"Star?evo-Cri?";"Starcevo";;"none";6665;0;7539;83
44,7000;28,6600;"Hamangia-Baia 1";"Europe";"Romania";"Hamangia";"Hamangia";;"GrN-1986";5880;70;6682;86
48,4100;18,1600;"Horne Lefantovce";"Europe";"Slovakia";"Bukk/SBK";"Stichbandkeramik";;"Bln-304";5775;140;6580;150
47,8000;18,7300;"Sturovo";"Europe";"Slovakia";"LBK";"LBK";;"Bln-559";6260;100;7146;123
48,4800;20,4800;"Domica Cave";"Europe";"Slovakia";"Bukk";"Bukk";;"GrN-2435";6080;75;6949;124
48,5000;20,4833;"Kecovo, Domica-Höhle";"Europe";"Solvakia";"LBK";"LBK";;"GrN-2435";6080;75;6949;124
55,3800;13,4800;"Skateholm";"Europe";"Sweden";"Neolithic";"Neolithic";;"LU-2349";5500;60;6297;71
46,7800;6,7800;"Vallon-des-Vaux";"Europe";"Switzerland";"Cortaillod";"Cortaillod";;"B-659";5180;120;5948;164
46,9667;6,8666;"Auvernier";"Europe";"Switzerland";"Cortaillod";"Cortaillod";;"B-2559";5130;120;5888;146
46,9200;6,9500;"Delley-Portalban II";"Europe";"Switzerland";"Neolithic";"Neolithic";;"Lv-624";6850;110;7703;95
47,1000;7,1500;"Twann";"Europe";"Switzerland";"Cortaillod";"Cortaillod";;"B-2698";5200;90;5972;137
46,2300;7,3600;"Planta";"Europe";"Switzerland";"Early Neolithic";"Early Neolithic";;"CRG-280";6500;80;7405;79
47,4800;7,6200;"Arlesheim, Birseck-Erm";"Europe";"Switzerland";"Neolithic";"Neolithic";;"ETH-9650";6350;80;7278;93
47,9300;7,9600;"Portalban 2";"Europe";"Switzerland";"Early Neolithic";"Early Neolithic";;"Lv-624";6850;110;7703;95
47,1800;8,0100;"Egolzwil 4";"Europe";"Switzerland";"Egolzwil";"Egolzwil";;"H-228/276";5150;100;5902;133
47,1600;8,1300;"Schenkon";"Europe";"Switzerland";"Cortaillod";"Cortaillod";;"B-881";4980;120;5743;123
47,1667;8,4167;"Hünenberg-Chämleten";"Europe";"Switzerland";"Cortaillod";"Cortaillod";;"UZ-2915";5890;95;6702;122
47,3600;8,5800;"Zurich";"Europe";"Switzerland";"Cortaillod";"Cortaillod";;"UCLA-1772 B";5145;70;5875;97
47,2833;8,6167;"Feldmeilen-Vorderfeld";"Europe";"Switzerland";"Pfyn";"Pfyn";;"UCLA-1691F";5415;60;6189;83
47,3600;8,6800;"Greifensee-Storen/Wild";"Europe";"Switzerland";"Pfyn";"Pfyn";;"UCLA-1824";5180;70;5926;111
47,7300;8,7000;"Thayngen, Weier";"Europe";"Switzerland";"Pfyn";"Pfyn";;"H-61/149";5222;130;5990;169
47,2300;8,7800;"Feldbach";"Europe";"Switzerland";"Pfyn";"Pfyn";;"UCLA-1809A";5170;70;5904;105
47,5800;8,9300;"Phyn";"Europe";"Switzerland";"Pfyn";"Pfyn";;"GrN-5957";5020;40;5780;81
42,1800;23,0000;"Bulgarchevo 4";"Europe";"Thrace";"Topolnista";"Topolnista";;"none";6100;"NaN";6979;142
40,7000;26,1167;"Hoca Cesme";"Europe";"Turkey";"Pottery Neolithic";"Pottery Neolithic";;"Bln-4609";7637;43;8422;35
45,6600;18,9800;"Apatin";"Europe";"Yugoslavia";"Star?evo";"Starcevo";;"GrN-15973";7130;60;7932;61
42,6500;21,1500;"Pristina";"Europe";"Yugoslavia";"Neolithic";"Neolithic";;"Bln-435";6280;80;7167;109
40,8800;21,4800;"Porodin";"Europe";"Yugoslavia";"Neolithic";"Neolithic";;"KN-I.596";7240;55;8059;70
45,8000;18,9700;"Magareci Mlin-Apatin";"Europe";"Serbia";"Proto-Star?evo";"Proto-Starcevo";;"none";7018;110;7834;101
45,4600;19,1500;"Donja Branjevina";"Europe";"Serbia";"Early Neolithic";"Early Neolithic";;"none";7083;111;7890;106
34,8250;32,4200;"Kissonerga-Mylouthkia";"Europe";"Cyprus";"Cypro-EPPNB";"EPPNB";;"OxA-7460";9315;60;10494;97
34,9292;32,5625;"Kritou-Marottou";"Europe";"Cyprus";"Cypro-EPPNB";"EPPNB";;"Beta-183650";8600;40;9577;44
34,7458;33,1583;"Parekklisha-Shillourokambos";"Europe";"Cyprus";"Cypro-EPPNB";"EPPNB";;"Ly-290";9310;80;10481;128
34,7500;33,3000;"Kalavasos-Tenta";"Europe";"Cyprus";"Cypro-LPPNB";"LPPNB";;"P-2974";8020;90;8870;145
34,8000;33,3500;"Khirokitia/Shillourokambos";"Europe";"Cyprus";"Cypro-PPN";"PPN";;"Ly-4307";7930;130;8788;178
35,0300;33,4300;"Dhali-Agridhi";"Europe";"Cyprus";"Cypro-PPNB";"PPNB";;"P-2775";7990;80;8839;132
35,7000;34,5833;"Cape - Andreas-Kastros";"Europe";"Cyprus";"Cypro-PPNB";"PPNB";;"MC-805";7775;125;8636;180
39,6300;22,4700;"Argissa PPN";"Europe";"Greece";"Early Neolithic";"Early Neolithic";;"BB";8060;99;8938;173
35,5100;25,1600;"Knossos";"Europe";"Greece";"Early Neolithic";"Early Neolithic";;"BM-124";8050;180;8946;263
42,4667;1,5000;"Margineda Cave";"Iberia";"Andora";"Cardial";"Cardial";;"Ly-2839";6670;120;7543;94
39,5000;-8,6167;"Almonda Cave";"Iberia";"Portugal";"Cardial";"Cardial";;"OxA-9287";6445;45;7360;46
39,4833;-8,5333;"Pena dAgua";"Iberia";"Portugal";"Cardial";"Cardial";;"Wk-9214";6775;60;7629;42
39,6490;-8,4160;"Caldeirao";"Iberia";"Portugal";"Cardial";"Cardial";;"OxA-1035";6330;80;7243;106
41,7333;-7,4667;"Chaves Cave";"Iberia";"Portugal";"Cardial";"Cardial";;"N-12685";6770;70;7624;51
38,9500;-6,9100;"Cueva Chica de Santiag";"Iberia";"Spain";"Early Neolithic";"Early Neolithic";;"UGRA-254";6160;100;7042;136
43,1167;-6,2167;"La Falguera";"Iberia";"Spain";"Cardial";"Cardial";;"OxA-10191";6510;70;7412;74
38,0800;-2,3000;"Cueva del Nacimiento";"Iberia";"Spain";"Early Neolithic";"Early Neolithic";;"Gif-2368";6780;130;7637;115
38,7000;-0,4700;"Coveta de lOr";"Iberia";"Spain";"Cardial";"Cardial";;"none";6445;"NaN";7358;75
38,7333;0,1000;"Cendres Cave";"Iberia";"Spain";"Cardial";"Cardial";;"Beta-75220";6730;80;7585;71
42,3600;0,2100;"Cueva de Chaves";"Iberia";"Spain";"Cardial";"Cardial";;"GrN-12685";6770;70;7624;51
41,6300;2,0333;"Frare Cave";"Iberia";"Spain";"Cardial";"Cardial";;"I-13030";6410;70;7338;62
41,8667;2,1167;"La Draga";"Iberia";"Spain";"Cardial";"Cardial";;"UBAR_314";6410;70;7338;62
41,3228;45,2650;"Shomu";"Asia";"Azerbijan";"Pottery Neolithic";"Pottery Neolithic";;"LE-629";7510;70;8297;73
41,4669;44,6944;"Arukhlo 1";"Asia";"Georgia";"Pottery Neolithic";"Pottery Neolithic";;"TB-300";7135;70;7937;68
37,4426;59,5134;"Chagylly";"Asia";"Turkmenistan";"Pottery Neolithic";"Pottery Neolithic";;"LE-592";7000;110;7821;100
36,0800;66,7500;"Ghar-I-Mar";"Asia";"Turkmenistan";"Neolithic";"Neolithic";;"none";7125;"NaN";7942;133
38,1000;58,2200;"Jeitun";"Asia";"Turkmenistan";"Pottery Neolithic";"Pottery Neolithic";;"OxA-2914";7270;100;8082;94
41,1200;45,4500;"Shomu Tepe";"Asia";"Turkmenistan";"Neolithic";"Neolithic";;"none";7510;"NaN";8293;105
38,1200;57,9500;"Togolok";"Asia";"Turkmenistan";"Pottery Neolithic";"Pottery Neolithic";;"Bln-719";7320;100;8140;112
38,3300;69,2200;"Tutkaul";"Asia";"Turkmenistan";"Neolithic";"Neolithic";;"none";7100;"NaN";7908;43
